customer_id,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,tenure_months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,subscription_type,Paperless Billing,payment_method,monthly_price,total_revenue,Churn Label,churn,Churn Score,CLTV,Churn Reason,predicted_churn_probability
7854-EKTJL,1,United States,California,Salinas,93901,"36.64152, -121.622188",36.64152,-121.622188,Female,No,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.6,35.85,Yes,1,66,2843,Attitude of support person,0.30540902208013837
9102-IAYHT,1,United States,California,Salinas,93908,"36.624338, -121.615669",36.624338,-121.615669,Female,No,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.45,1451.6,Yes,1,94,3670,Attitude of support person,0.6148581489936911
3422-LYEPQ,1,United States,California,Carmel By The Sea,93921,"36.554618, -121.922239",36.554618,-121.922239,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,Yes,1,89,4207,Attitude of support person,0.7311029705051049
2642-DTVCO,1,United States,California,Chualar,93925,"36.596271, -121.442274",36.596271,-121.442274,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,746.5,Yes,1,74,5095,Attitude of service provider,0.6714124448827947
4361-JEIVL,1,United States,California,Greenfield,93927,"36.248708, -121.386617",36.248708,-121.386617,Male,No,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.4,44.4,Yes,1,82,4067,Attitude of service provider,0.5338519185648823
1363-TXLSL,1,United States,California,San Lucas,93954,"36.125529, -120.864443",36.125529,-120.864443,Male,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,Yes,1,100,4962,Attitude of service provider,0.7313430326326164
9507-EXLTT,1,United States,California,Seaside,93955,"36.625114, -121.823565",36.625114,-121.823565,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.35,79.35,Yes,1,77,3492,Attitude of support person,0.6353167031521761
9846-GKXAS,1,United States,California,Burlingame,94010,"37.57028, -122.365778",37.57028,-122.365778,Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.8,809.75,Yes,1,70,2578,Attitude of support person,0.5729660899513163
6017-PPLPX,1,United States,California,Daly City,94014,"37.691561, -122.445202",37.691561,-122.445202,Male,No,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.45,1470.95,Yes,1,87,4773,Attitude of support person,0.5797595705391643
7136-RVDTZ,1,United States,California,Portola Valley,94028,"37.369709, -122.215844",37.369709,-122.215844,Male,Yes,No,No,70,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,45.25,3264.45,Yes,1,97,5824,Attitude of service provider,0.023275647798489396
4581-SSPWD,1,United States,California,Mountain View,94040,"37.380662, -122.086022",37.380662,-122.086022,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.8,246.3,Yes,1,93,5475,Attitude of service provider,0.7167409708786067
6927-WTFIV,1,United States,California,Redwood City,94061,"37.461251, -122.235414",37.461251,-122.235414,Male,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.3,1389.2,Yes,1,98,3684,Attitude of service provider,0.4402512352599931
3398-ZOUAA,1,United States,California,Redwood City,94063,"37.499411, -122.196318",37.499411,-122.196318,Male,Yes,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,1474.75,Yes,1,67,3853,Attitude of support person,0.5657579190523683
0378-NHQXU,1,United States,California,South San Francisco,94080,"37.654436, -122.426468",37.654436,-122.426468,Female,No,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.25,1460.65,Yes,1,68,4041,Deceased,0.6142151561481379
4512-ZUIYL,1,United States,California,Sunnyvale,94089,"37.421633, -122.009613",37.421633,-122.009613,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.0,153.05,Yes,1,81,2928,Moved,0.6315557089982546
7969-AULMZ,1,United States,California,San Francisco,94104,"37.791222, -122.402241",37.791222,-122.402241,Female,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.35,2119.5,Yes,1,89,4321,Moved,0.6057451604302928
0568-ONFPC,1,United States,California,San Francisco,94112,"37.720498, -122.443119",37.720498,-122.443119,Male,No,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.9,135.0,Yes,1,83,2102,Moved,0.19543587188553166
0733-VUNUW,1,United States,California,San Francisco,94114,"37.758085, -122.434801",37.758085,-122.434801,Male,No,No,No,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.65,1400.55,Yes,1,97,4126,Competitor had better devices,0.2211870135649513
4550-EVXNY,1,United States,California,San Francisco,94115,"37.786031, -122.437301",37.786031,-122.437301,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,1,77,2418,Competitor offered higher download speeds,0.7315658260187471
2968-SSGAA,1,United States,California,San Francisco,94117,"37.770533, -122.445121",37.770533,-122.445121,Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,1060.2,Yes,1,77,4001,Competitor offered more data,0.6747320160677713
4844-JJWUY,1,United States,California,San Francisco,94121,"37.776718, -122.495781",37.776718,-122.495781,Female,Yes,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.0,86.0,Yes,1,82,5359,Competitor made better offer,0.7259263114448736
6777-TGHTM,1,United States,California,San Francisco,94122,"37.760412, -122.484966",37.760412,-122.484966,Female,No,No,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.95,5785.5,Yes,1,90,5550,Competitor had better devices,0.17257640115738535
3538-WZPHD,1,United States,California,San Francisco,94127,"37.736535, -122.45732",37.736535,-122.45732,Male,No,No,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.6,79.45,Yes,1,76,2734,Competitor had better devices,0.5140026659259824
4785-QRJHC,1,United States,California,San Francisco,94132,"37.722302, -122.491129",37.722302,-122.491129,Male,Yes,Yes,No,46,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),59.9,2816.65,Yes,1,80,4011,Competitor offered higher download speeds,0.05311210266205907
8610-WFCJF,1,United States,California,Palo Alto,94303,"37.45809, -122.115398",37.45809,-122.115398,Female,No,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,4783.5,Yes,1,69,5732,Competitor offered higher download speeds,0.4110565214646862
4905-JEFDW,1,United States,California,Palo Alto,94306,"37.416159, -122.131337",37.416159,-122.131337,Male,No,No,No,11,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,41.6,470.6,Yes,1,81,3119,Competitor offered higher download speeds,0.2536643982118809
7881-INRLC,1,United States,California,San Mateo,94403,"37.538309, -122.305109",37.538309,-122.305109,Male,No,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.85,4740.0,Yes,1,70,4898,Competitor offered more data,0.3380544595495277
0117-LFRMW,1,United States,California,Angwin,94508,"38.542448, -122.419923",38.542448,-122.419923,Male,No,Yes,Yes,37,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.2,1448.8,Yes,1,80,3627,Competitor offered more data,0.11842327132101037
6172-FECYY,1,United States,California,Antioch,94509,"37.980057, -121.801599",37.980057,-121.801599,Male,No,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,4254.85,Yes,1,85,4639,Competitor offered more data,0.37284179183926186
1965-AKTSX,1,United States,California,Byron,94514,"37.83323, -121.601461",37.83323,-121.601461,Female,Yes,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,1101.85,Yes,1,88,5203,Competitor made better offer,0.632734896406924
4786-UKSNZ,1,United States,California,Clayton,94517,"37.881842, -121.848111",37.881842,-121.848111,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,Yes,1,99,5418,Competitor made better offer,0.21260613986903804
7248-VZQLC,1,United States,California,Concord,94521,"37.971421, -121.971504",37.971421,-121.971504,Female,Yes,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.2,3969.35,Yes,1,72,4661,Price too high,0.28322344896873264
0011-IGKFF,1,United States,California,Martinez,94553,"38.014457, -122.115432",38.014457,-122.115432,Male,Yes,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.0,1237.85,Yes,1,99,3714,Product dissatisfaction,0.6485623682007552
4192-GORJT,1,United States,California,Fremont,94555,"37.555473, -122.080312",37.555473,-122.080312,Male,No,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,498.1,Yes,1,77,4580,Service dissatisfaction,0.7014220570749101
6496-SLWHQ,1,United States,California,Moraga,94556,"37.827946, -122.107185",37.827946,-122.107185,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.0,294.45,Yes,1,87,5960,Lack of self-service on Website,0.7076471170159198
9912-GVSEQ,1,United States,California,Napa,94558,"38.489789, -122.27011",38.489789,-122.27011,Female,Yes,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.85,2381.55,Yes,1,86,2591,Network reliability,0.5550245988894713
5383-MMTWC,1,United States,California,Oakley,94561,"37.999406, -121.686241",37.999406,-121.686241,Female,Yes,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.0,613.4,Yes,1,91,4819,Limited range of services,0.6752223505120547
7240-ETPTR,1,United States,California,Pope Valley,94567,"38.672708, -122.403219",38.672708,-122.403219,Female,No,Yes,No,9,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.75,442.2,Yes,1,97,4359,Lack of affordable download/upload speed,0.4436858292033221
2202-CUYXZ,1,United States,California,Dublin,94568,"37.713926, -121.928425",37.713926,-121.928425,Male,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,84.85,Yes,1,77,3086,Long distance charges,0.7263253771588488
5995-OIGLP,1,United States,California,Port Costa,94569,"38.035707, -122.196821",38.035707,-122.196821,Male,No,No,No,12,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.65,654.85,Yes,1,90,3043,Extra data charges,0.2900261121009255
6261-RCVNS,1,United States,California,Rodeo,94572,"38.027218, -122.23463",38.027218,-122.23463,Female,No,No,No,42,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.9,3160.55,Yes,1,71,2774,Price too high,0.06621716070521919
7951-QKZPL,1,United States,California,Saint Helena,94574,"38.581354, -122.296283",38.581354,-122.296283,Female,No,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.5,740.3,Yes,1,77,5194,Product dissatisfaction,0.008591179641596954
3640-PHQXK,1,United States,California,Union City,94587,"37.59485, -122.051521",37.59485,-122.051521,Female,No,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.9,2806.9,Yes,1,85,2031,Service dissatisfaction,0.5175434055020497
6877-LGWXO,1,United States,California,Pleasanton,94588,"37.685052, -121.912061",37.685052,-121.912061,Male,Yes,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.55,1422.65,Yes,1,84,3521,Lack of self-service on Website,0.6012777240166642
8019-ENHXU,1,United States,California,Oakland,94601,"37.776523, -122.219268",37.776523,-122.219268,Male,No,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.45,4138.05,Yes,1,96,4624,Network reliability,0.45950522366161567
5167-GBFRE,1,United States,California,Oakland,94602,"37.803883, -122.208417",37.803883,-122.208417,Male,Yes,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.2,102.5,Yes,1,72,4694,Don't know,0.3968306695912403
9033-EOXWV,1,United States,California,Oakland,94603,"37.739113, -122.175602",37.739113,-122.175602,Female,No,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,74.05,872.65,Yes,1,94,4149,Don't know,0.1664451721617821
1324-NLTJE,1,United States,California,Emeryville,94608,"37.83726, -122.287648",37.83726,-122.287648,Female,Yes,No,No,15,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),55.0,757.1,Yes,1,94,3167,Don't know,0.2631153315343937
1522-VVDMG,1,United States,California,Oakland,94611,"37.828416, -122.216005",37.828416,-122.216005,Male,No,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.75,608.8,Yes,1,90,3807,Poor expertise of online support,0.6856023434319474
9185-TQCVP,1,United States,California,Albany,94706,"37.890274, -122.295192",37.890274,-122.295192,Male,No,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.15,1139.2,Yes,1,100,4550,Poor expertise of phone support,0.6327357892218272
5567-WSELE,1,United States,California,Richmond,94801,"37.945288, -122.383941",37.945288,-122.383941,Male,Yes,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,279.55,Yes,1,87,3019,Competitor had better devices,0.7110662190404416
8063-RJYNF,1,United States,California,Richmond,94804,"37.921034, -122.341798",37.921034,-122.341798,Male,No,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1483.25,Yes,1,73,2827,Competitor offered higher download speeds,0.6275523228979648
0687-ZVTHB,1,United States,California,Richmond,94805,"37.941456, -122.320968",37.941456,-122.320968,Male,No,Yes,No,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),72.45,4653.85,Yes,1,68,4415,Competitor offered more data,0.028307932910395985
9661-ACXBS,1,United States,California,San Rafael,94901,"37.972662, -122.491452",37.972662,-122.491452,Female,No,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.2,4400.75,Yes,1,89,2317,Competitor made better offer,0.47923816081719683
3727-RJMEO,1,United States,California,Rohnert Park,94928,"38.34719, -122.697822",38.34719,-122.697822,Male,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.85,460.25,Yes,1,78,4458,Competitor had better devices,0.6907937473765196
6646-VRFOL,1,United States,California,Larkspur,94939,"37.937082, -122.532369",37.937082,-122.532369,Male,Yes,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,5485.5,Yes,1,87,5860,Competitor had better devices,0.4065049392131108
5685-IIXLY,1,United States,California,Novato,94945,"38.135897, -122.563683",38.135897,-122.563683,Female,No,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.6,404.2,Yes,1,93,4565,Competitor offered higher download speeds,0.6993400403808953
4250-ZBWLV,1,United States,California,Olema,94950,"38.052209, -122.775567",38.052209,-122.775567,Male,No,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,108.45,7176.55,Yes,1,65,4454,Competitor offered higher download speeds,0.18602017364951026
5095-AESKG,1,United States,California,Sausalito,94965,"37.848641, -122.515692",37.848641,-122.515692,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.5,242.95,Yes,1,76,5646,Competitor offered higher download speeds,0.5896673982449127
1871-MOWRM,1,United States,California,Woodacre,94973,"38.005839, -122.638155",38.005839,-122.638155,Male,No,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.85,866.45,Yes,1,87,4306,Competitor offered more data,0.5375242627625243
2027-OAQQC,1,United States,California,Aptos,95003,"37.013471, -121.877877",37.013471,-121.877877,Female,No,No,No,43,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.05,2076.2,Yes,1,92,4044,Competitor offered more data,0.10190921848104982
9090-SGQXL,1,United States,California,Ben Lomond,95005,"37.078873, -122.090386",37.078873,-122.090386,Male,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,7299.65,Yes,1,79,6284,Competitor offered more data,0.3381206216590159
6595-YGXIT,1,United States,California,Boulder Creek,95006,"37.171727, -122.142961",37.171727,-122.142961,Male,Yes,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.95,2291.2,Yes,1,100,3878,Competitor made better offer,0.5649368742483178
9835-ZIITK,1,United States,California,Campbell,95008,"37.279689, -121.954567",37.279689,-121.954567,Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.85,7491.75,Yes,1,74,4281,Competitor made better offer,0.22289814670290853
1555-DJEQW,1,United States,California,Cupertino,95014,"37.306612, -122.080621",37.306612,-122.080621,Female,No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.2,7723.9,Yes,1,73,5947,Price too high,0.05663968780427574
5649-TJHOV,1,United States,California,Davenport,95017,"37.114335, -122.237162",37.114335,-122.237162,Male,Yes,Yes,No,27,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),36.5,1032.0,Yes,1,93,4564,Product dissatisfaction,0.17787055606526855
0519-XUZJU,1,United States,California,Felton,95018,"37.089111, -122.062213",37.089111,-122.062213,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.75,70.75,Yes,1,93,3963,Service dissatisfaction,0.6126277652508068
6338-AVWCY,1,United States,California,Hollister,95023,"36.875409, -121.279679",36.875409,-121.279679,Male,No,No,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.15,130.75,Yes,1,75,4710,Lack of self-service on Website,0.37977187188646633
9253-QXKBE,1,United States,California,Morgan Hill,95037,"37.161544, -121.649371",37.161544,-121.649371,Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,2653.65,Yes,1,71,2233,Network reliability,0.5324972742750155
9445-SZLCH,1,United States,California,Santa Clara,95050,"37.351214, -121.952417",37.351214,-121.952417,Female,No,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9,Yes,1,86,4544,Limited range of services,0.387791631475608
7568-PODML,1,United States,California,Watsonville,95076,"36.931654, -121.752383",36.931654,-121.752383,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,45.3,45.3,Yes,1,69,4954,Lack of affordable download/upload speed,0.3993327928086758
5349-IECLD,1,United States,California,San Jose,95111,"37.284265, -121.827673",37.284265,-121.827673,Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.95,178.1,Yes,1,87,4493,Long distance charges,0.7162541096137635
3945-GFWQL,1,United States,California,San Jose,95113,"37.333851, -121.891147",37.333851,-121.891147,Female,No,No,Yes,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.55,480.6,Yes,1,89,4162,Extra data charges,0.40415333120250885
3797-VTIDR,1,United States,California,San Jose,95121,"37.304681, -121.809955",37.304681,-121.809955,Male,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.45,23.45,Yes,1,90,4517,Price too high,0.5429369620118593
9526-BIHHD,1,United States,California,San Jose,95127,"37.375156, -121.795867",37.375156,-121.795867,Male,No,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.7,29.7,Yes,1,74,3383,Product dissatisfaction,0.4058797879886371
4523-WXCEF,1,United States,California,San Jose,95129,"37.305622, -122.000887",37.305622,-122.000887,Female,No,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.1,6039.9,Yes,1,87,4160,Service dissatisfaction,0.36626686575469886
8364-TRMMK,1,United States,California,San Jose,95132,"37.424655, -121.74841",37.424655,-121.74841,Female,No,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.65,151.3,Yes,1,76,2876,Lack of self-service on Website,0.3762849472921344
3063-QFSZL,1,United States,California,San Jose,95135,"37.28682, -121.723877",37.28682,-121.723877,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.4,55.4,Yes,1,70,2294,Network reliability,0.5290723353860781
8775-LHDJH,1,United States,California,San Jose,95136,"37.270938, -121.851046",37.270938,-121.851046,Female,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,90.6,Yes,1,93,2905,Don't know,0.7243264316325366
3097-NQYSN,1,United States,California,San Jose,95139,"37.218705, -121.762429",37.218705,-121.762429,Male,Yes,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.85,156.35,Yes,1,78,5204,Competitor had better devices,0.5970183873255885
3565-UNOCC,1,United States,California,Stockton,95209,"38.044523, -121.348048",38.044523,-121.348048,Female,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,2952.85,Yes,1,82,3179,Competitor offered higher download speeds,0.4486661560689793
9249-FXSCK,1,United States,California,Acampo,95220,"38.200231, -121.235034",38.200231,-121.235034,Female,No,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),111.25,5916.45,Yes,1,90,4861,Competitor offered more data,0.1870018610096168
5493-SDRDQ,1,United States,California,Angels Camp,95222,"38.071327, -120.632221",38.071327,-120.632221,Male,No,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.1,113.35,Yes,1,70,4235,Competitor made better offer,0.3854507135927811
0871-URUWO,1,United States,California,Sheep Ranch,95250,"38.244806, -120.417301",38.244806,-120.417301,Male,No,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.25,1359.0,Yes,1,66,2003,Competitor had better devices,0.5285132928548683
9190-MFJLN,1,United States,California,Vallecito,95251,"38.055562, -120.456298",38.055562,-120.456298,Male,Yes,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.9,1777.9,Yes,1,68,2851,Competitor had better devices,0.47621783306321996
1095-JUDTC,1,United States,California,Woodbridge,95258,"38.169605, -121.310964",38.169605,-121.310964,Female,Yes,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.05,4504.55,Yes,1,65,5214,Competitor offered higher download speeds,0.41760071128064297
0870-VEMYL,1,United States,California,Columbia,95310,"38.085839, -120.37855",38.085839,-120.37855,Female,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),53.85,259.8,Yes,1,74,5435,Competitor offered higher download speeds,0.3574296147740411
5385-SUIRI,1,United States,California,Delhi,95315,"37.422961, -120.765493",37.422961,-120.765493,Male,Yes,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,5568.35,Yes,1,68,5648,Competitor offered higher download speeds,0.4282455298776476
3982-XWFZQ,1,United States,California,Denair,95316,"37.524721, -120.757977",37.524721,-120.757977,Female,No,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.25,2203.65,Yes,1,97,4873,Competitor offered more data,0.16212642708510472
4009-ALQFH,1,United States,California,Groveland,95321,"37.902968, -119.667544",37.902968,-119.667544,Female,No,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,2369.05,Yes,1,90,5932,Competitor offered more data,0.5661587603573385
3627-FCRDW,1,United States,California,Hughson,95326,"37.5923, -120.853288",37.5923,-120.853288,Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.0,672.55,Yes,1,81,2236,Competitor offered more data,0.6722293863332435
7562-GSUHK,1,United States,California,Jamestown,95327,"37.84771, -120.486589",37.84771,-120.486589,Female,No,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.2,1573.7,Yes,1,75,5497,Competitor made better offer,0.5059009925362951
4903-UYAVB,1,United States,California,Lathrop,95330,"37.80821, -121.308401",37.80821,-121.308401,Male,No,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,126.05,Yes,1,97,3864,Competitor made better offer,0.18002143875551108
6776-TLWOI,1,United States,California,Livingston,95334,"37.361987, -120.748394",37.361987,-120.748394,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,64.55,Yes,1,93,2158,Price too high,0.19530813900433933
4077-CROMM,1,United States,California,Modesto,95350,"37.671806, -121.007575",37.671806,-121.007575,Female,No,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,3243.45,Yes,1,68,5000,Product dissatisfaction,0.5478415312056188
